Transcription	stressInfoA	stressInfoB	Orthography	Frequency	PoSs
ə.f.ɹ.ʌ.n.t	_'	S2	affront	2	(VT N)
æ.f.g.æ.n	'`	S2	afghan	1	(N)
æ.f.g.æ.n.i	_'_	S3	afghani	0	(N)
ə.f.ɪ.ʃ.i.ə.n.ɑ.d.oʊ	_`__'_	S6	aficionado	1	(N)
ə.f.i.l.d	_'	S2	afield	1	(AV)
ə.f.aɪ.ɹ	_'	S2	afire	1	(AJ)
ə.f.l.eɪ.m	_'	S2	aflame	3	(AJ)
ə.f.l.oʊ.t	_'	S2	afloat	7	(AV)
ə.f.l.ʌ.t.ɚ	_'_	S3	aflutter	0	(AJ)
ə.f.ʊ.t	_'	S2	afoot	1	(AV)
ə.f.oʊ.ɹ.m.ɛ.n.tʃ.ɪ.n.d	_'`_	S4	aforementioned	2	(AJ)
ə.f.oʊ.ɹ.s.ɛ.d	_'`	S3	aforesaid	2	(AJ)
ə.f.aʊ.l	_'	S2	afoul	0	(AJ)
ə.f.ɹ.eɪ.d	_'	S2	afraid	57	(AJ)
ə.f.ɹ.ɛ.ʃ	_'	S2	afresh	2	(AV)
æ.f.t	'	S1	aft	5	(AV AJ)
æ.f.t.ɚ	'_	S2	after	1076	(AV PP CJ AJ)
æ.f.t.ɚ.b.ɚ.θ	'_`	S3	afterbirth	0	(N)
æ.f.t.ɚ.m.æ.θ	'__	S3	aftermath	4	(N)
æ.f.t.ɚ.n.u.n	`_'	S3	afternoon	106	(N)
æ.f.t.ɚ.θ.ɔ.t	'_`	S3	afterthought	0	(N)
æ.f.t.ɚ.w.ɚ.d	'__	S3	afterward	16	(AV)
ə.g.ɛ.n	_'	S2	again	579	(AV)
ə.g.ɛ.n.s.t	_'	S2	against	628	(PP CJ)
ə.g.eɪ.p	_'	S2	agape	0	(AJ N)
æ.g.ə.t	'_	S2	agate	0	(N)
ə.g.ɑ.v.i	_'_	S3	agave	0	(N)
eɪ.dʒ	'	S1	age	242	(N VI VT)
eɪ.dʒ.l.ə.s	'_	S2	ageless	2	(AJ)
eɪ.dʒ.ɪ.n.s.i	'__	S3	agency	56	(N)
ə.dʒ.ɛ.n.d.ə	_'_	S3	agenda	5	(N)
eɪ.dʒ.ɪ.n.t	'_	S2	agent	44	(N)
ə.g.l.ɑ.m.ɚ.eɪ.t	_'_`	S4	agglomerate	2	(VB AJ N)
ə.g.l.u.t.ṇ.eɪ.t	_'__	S4	agglutinate	0	(AJ VT VI)
ə.g.ɹ.æ.n.d.aɪ.z	_'`	S3	aggrandize	0	(VT)
ə.g.ɹ.æ.n.d.aɪ.z.m.ə.n.t	_'`_	S4	aggrandizement	1	(N)
æ.g.ɹ.ə.v.eɪ.t	'_`	S3	aggravate	1	(VT)
æ.g.ɹ.ə.v.eɪ.ʃ.ɪ.n	`_'_	S4	aggravation	0	(N)
æ.g.ɹ.ɪ.g.ɪ.t	'__	S3	aggregate	8	(AJ VT N)
æ.g.ɹ.ɪ.g.eɪ.ʃ.ɪ.n	`_'_	S4	aggregation	1	(N)
ə.g.ɹ.ɛ.ʃ.ɪ.n	_'_	S3	aggression	10	(N)
ə.g.ɹ.i.v	_'	S2	aggrieve	0	(VT)
ə.g.æ.s.t	_'	S2	aghast	1	(AJ)
æ.dʒ.l̩	'_	S2	agile	2	(AJ)
ə.dʒ.ɪ.l.ɪ.t.i	_'__	S4	agility	3	(N)
æ.dʒ.ɪ.t.eɪ.t	'_`	S3	agitate	1	(VT VI)
æ.dʒ.ɪ.t.eɪ.ʃ.ɪ.n	`_'_	S4	agitation	6	(N)
æ.dʒ.ɪ.t.eɪ.t.ɚ	'_`_	S4	agitator	1	(N)
ə.g.l.i.m	_'	S2	agleam	1	(AJ)
ə.g.l.ɪ.t.ɚ	_'_	S3	aglitter	0	(AJ)
ə.g.l.oʊ	_'	S2	aglow	0	(AJ)
æ.g.n.ɑ.s.t.ɪ.k	_'_	S3	agnostic	0	(AJ)
ə.g.oʊ	_'	S2	ago	246	(AJ)
ə.g.ɑ.g	_'	S2	agog	0	(AJ)
æ.g.ɪ.n.aɪ.z	'_`	S3	agonize	0	(VT VI)
æ.g.ɪ.n.i	'__	S3	agony	9	(N)
æ.g.ɚ.ə	'__	S3	agora	0	(N)
æ.g.ɚ.ə.f.oʊ.b.i.ə	`__'__	S6	agoraphobia	0	(N)
ə.g.ɹ.ɛ.ɹ.i.ə.n	_'__	S4	agrarian	8	(AJ N)
ə.g.ɹ.i	_'	S2	agree	51	(VT VI)
æ.g.ɹ.ɪ.k.ʌ.l.tʃ.ɚ.l̩	`_'__	S5	agricultural	38	(AJ)
æ.g.ɹ.ɪ.k.ʌ.l.tʃ.ɚ	'_`_	S4	agriculture	23	(N)
ə.g.ɹ.aʊ.n.d	_'	S2	aground	0	(AV)
eɪ.g.j.u	'`	S2	ague	1	(N)
ə.h.ɛ.d	_'	S2	ahead	109	(AV)
ə.h.ɔɪ	_'	S2	ahoy	0	(IJ)
eɪ.d	'	S1	aid	141	(VT VI N)
eɪ.d	'	S1	aide	10	(N)
eɪ.g.ɹ.ɛ.t	_'	S2	aigrette	0	(N)
eɪ.l	'	S1	ail	0	(VT VI)
eɪ.l.ɚ.ɑ.n	'_`	S3	aileron	0	(N)
eɪ.l.m.ə.n.t	'_	S2	ailment	4	(N)
eɪ.m	'	S1	aim	37	(VI VT N)
æ.ɹ	'	S1	air	266	(N VT VI)
æ.ɹ.k.ɹ.æ.f.t	'`	S2	aircraft	72	(N)
æ.ɹ.l.ɪ.f.t	'`	S2	airlift	1	(N)
æ.ɹ.l.aɪ.n.ɚ	'`_	S3	airliner	0	(N)
æ.ɹ.m.eɪ.l	'`	S2	airmail	4	(N)
æ.ɹ.i	'_	S2	airy	7	(AJ)
aɪ.l	'	S1	aisle	6	(N)
ə.dʒ.ɑ.ɹ	_'	S2	ajar	2	(AV AJ)
ə.k.ɪ.m.b.oʊ	_'`	S3	akimbo	0	(AV)
ə.k.ɪ.n	_'	S2	akin	10	(AJ)
æ.l.ɪ.b.æ.s.t.ɚ	'_`_	S4	alabaster	3	(N)
ə.l.æ.k.ɹ.ə.t.i	_'__	S4	alacrity	0	(N)
ə.l.ɑ.ɹ.m	_'	S2	alarm	16	(N VT)
æ.l.b.ə.k.oʊ.ɹ	'_`	S3	albacore	0	(N)
æ.l.b.ə.t.ɹ.ɔ.s	'_`	S3	albatross	0	(N)
æ.l.b.i.ə.t	_'_	S3	albeit	2	(CJ)
æ.l.b.ə.n.ɪ.z.ṃ	'_`_	S4	albinism	0	(N)
æ.l.b.aɪ.n.oʊ	_'`	S3	albino	0	(N)
æ.l.b.ə.m	'_	S2	album	6	(N)
æ.l.b.j.u.m.ə.n	_'_	S3	albumen	0	(N)
æ.l.b.j.u.m.ə.n	_'_	S3	albumin	10	(N)
æ.l.k.ɑ.l.d.i	_'_	S3	alcalde	0	(N)
æ.l.k.æ.z.ɚ	_'_	S3	alcazar	0	(N)
æ.l.k.ɛ.m.ɪ.k.l̩	_'__	S4	alchemical	0	(AJ)
æ.l.k.ə.m.ɪ.s.t	'__	S3	alchemist	0	(N)
æ.l.k.ə.m.i	'__	S3	alchemy	1	(N)
æ.l.k.ə.h.ɔ.l	'_`	S3	alcohol	13	(N)
æ.l.k.ə.h.ɔ.l.ɪ.k	`_'_	S4	alcoholic	3	(AJ N)
æ.l.k.ə.h.ɔ.l.ɪ.z.ṃ	'_``_	S5	alcoholism	1	(N)
æ.l.k.oʊ.v	'`	S2	alcove	0	(N)
ɔ.l.d.ɚ	'_	S2	alder	0	(N)
ɔ.l.d.ɚ.m.ə.n	'__	S3	alderman	1	(N)
eɪ.l	'	S1	ale	1	(N)
ə.l.i	_'	S2	alee	0	(AV)
eɪ.l.h.aʊ.s	'`	S2	alehouse	0	(N)
ə.l.ɛ.m.b.ɪ.k	_'_	S3	alembic	0	(N)
ə.l.ɚ.t	_'	S2	alert	33	(AJ N VT)
æ.l.f.æ.l.f.ə	_'_	S3	alfalfa	0	(N)
æ.l.f.ɹ.ɛ.s.k.oʊ	_'`	S3	alfresco	2	(AV)
æ.l.g.ə	'_	S2	alga	0	(N)
æ.l.dʒ.i	'`	S2	algae	7	(N)
æ.l.dʒ.ɪ.b.ɹ.ə	'__	S3	algebra	2	(N)
æ.l.dʒ.ɪ.b.ɹ.eɪ.ɪ.k	`_'_	S4	algebraic	1	(AJ)
eɪ.l.i.ə.s	'__	S3	alias	1	(AV N)
æ.l.ɪ.b.aɪ	'_`	S3	alibi	8	(N VI VT)
eɪ.l.i.ə.n	'__	S3	alien	16	(AJ N VT)
eɪ.l.i.ə.n.ə.b.l̩	'____	S5	alienable	0	(AJ)
eɪ.l.i.ə.n.eɪ.ʃ.ɪ.n	`__'_	S5	alienation	22	(N)
eɪ.l.i.ə.n.ɪ.s.t	'___	S4	alienist	0	(N)
ə.l.aɪ.t	_'	S2	alight	3	(VI AJ)
ə.l.aɪ.k	_'	S2	alike	20	(AJ AV)
æ.l.ə.m.ə.n.t	'__	S3	aliment	0	(N VT)
æ.l.ə.m.ɛ.n.t.ɚ.i	`_'__	S5	alimentary	0	(AJ)
æ.l.ə.m.oʊ.n.i	'_`_	S4	alimony	2	(N)
ə.l.aɪ.n	_'	S2	aline	0	(AJ)
ə.l.ɪ.t	_'	S2	alit	0	(AJ)
ə.l.aɪ.v	_'	S2	alive	57	(AJ)
æ.l.k.ə.l.aɪ	'_`	S3	alkali	4	(N)
æ.l.k.ə.l.ɪ.n.ɛ.t.i	`_'__	S5	alkalinity	0	(N)
æ.l.k.l̩.ə.n.aɪ.z	'__`	S4	alkalinize	0	(VT)
æ.l.k.ə.l.aɪ.z	'_`	S3	alkalize	0	(VT)
æ.l.k.ə.l.ɔɪ.d	'_`	S3	alkaloid	0	(N)
æ.l.k.ə.d	'_	S2	alkyd	0	(N)
ɔ.l	'	S1	all	3093	(AJ AV PN)
ə.l.eɪ	_'	S2	allay	2	(VT)
æ.l.ɪ.g.eɪ.ʃ.ɪ.n	`_'_	S4	allegation	0	(N)
ə.l.ɛ.dʒ	_'	S2	allege	1	(VT)
ə.l.ɛ.dʒ.ɪ.d.l.i	_'__	S4	allegedly	4	(AV)
ə.l.i.dʒ.ɪ.n.s	_'_	S3	allegiance	4	(N)
æ.l.ə.g.ɔ.ɹ.ɪ.k.l̩	`_'__	S5	allegorical	3	(AJ)
æ.l.ə.g.oʊ.ɹ.i	'_`_	S4	allegory	3	(N)
ə.l.ɛ.g.ɹ.oʊ	_'`	S3	allegro	2	(AV N)
æ.l.ə.l.u.j.ə	`_'_	S4	alleluia	0	(IJ)
æ.l.ɚ.dʒ.ɪ.n	'__	S3	allergen	0	(N)
æ.l.ɚ.dʒ.ɛ.n.ɪ.k	`_'_	S4	allergenic	0	(AJ)
ə.l.ɚ.dʒ.ɪ.k	_'_	S3	allergic	2	(AJ)
æ.l.ɚ.dʒ.ɪ.s.t	'__	S3	allergist	0	(N)
æ.l.ɚ.dʒ.i	'__	S3	allergy	1	(N)
ə.l.i.v.i.eɪ.t	_'_`	S4	alleviate	5	(VT)
ə.l.i.v.i.eɪ.ʃ.ɪ.n	_`_'_	S5	alleviation	2	(N)
æ.l.i	'_	S2	alley	8	(N)
ə.l.aɪ.ɪ.n.s	_'_	S3	alliance	20	(N)
ə.l.aɪ.d	_'	S2	allied	30	(AJ)
æ.l.ə.g.eɪ.t.ɚ	'_`_	S4	alligator	4	(N)
ə.l.ɪ.t.ɚ.eɪ.t	_'_`	S4	alliterate	0	(VI VT)
ə.l.ɪ.t.ɚ.eɪ.ʃ.ɪ.n	_`_'_	S5	alliteration	1	(N)
æ.l.ə.k.eɪ.t	'_`	S3	allocate	3	(VT)
æ.l.ə.k.eɪ.ʃ.ɪ.n	`_'_	S4	allocation	17	(N)
ə.l.ɑ.t	_'	S2	allot	1	(VT)
ə.l.aʊ	_'	S2	allow	72	(VT VI)
æ.l.ɔɪ	'`	S2	alloy	3	(N VT)
ɔ.l.s.p.aɪ.s	'`	S2	allspice	0	(N)
ə.l.u.d	_'	S2	allude	0	(VI)
ə.l.ʊ.ɹ	_'	S2	allure	1	(VT N)
ə.l.u.v.i.ə.m	_'__	S4	alluvium	0	(N)
æ.l.aɪ	'`	S2	ally	9	(VT VI N)
ɔ.l.m.ə.n.æ.k	'_`	S3	almanac	1	(N)
ɔ.l.m.aɪ.t.i	_'_	S3	almighty	5	(AJ N)
ɑ.m.ə.n.d	'_	S2	almond	1	(N)
æ.l.m.ə.n.ɚ	'__	S3	almoner	0	(N)
ɔ.l.m.oʊ.s.t	'`	S2	almost	432	(AV)
ɑ.m.z	'	S1	alms	0	(N)
æ.l.oʊ	'`	S2	aloe	0	(N)
ə.l.ɔ.f.t	_'	S2	aloft	3	(AV)
ə.l.oʊ.h.ɑ	_'_	S3	aloha	0	(IJ)
ə.l.oʊ.n	_'	S2	alone	197	(AJ AV)
ə.l.ɔ.ŋ	_'	S2	along	355	(PP AV)
ə.l.ɔ.ŋ.ʃ.oʊ.ɹ	_'`	S3	alongshore	0	(AV)
ə.l.ɔ.ŋ.s.aɪ.d	_'`	S3	alongside	15	(AV PP)
ə.l.u.f	_'	S2	aloof	5	(AV AJ)
ə.l.aʊ.d	_'	S2	aloud	14	(AV)
æ.l.p	'	S1	alp	0	(N)
æ.l.p.æ.k.ə	_'_	S3	alpaca	0	(N)
æ.l.p.ə.n.h.ɔ.ɹ.n	'_`	S3	alpenhorn	0	(N)
æ.l.p.ə.n.s.t.ɑ.k	'_`	S3	alpenstock	0	(N)
æ.l.f.ə.b.ɛ.t	'_`	S3	alphabet	2	(N)
æ.l.f.ə.b.ɛ.t.ɪ.k	`_'_	S4	alphabetic	1	(AJ)
æ.l.f.ə.b.ə.t.aɪ.z	'__`	S4	alphabetize	0	(VT)
æ.l.p.h.ɔ.ɹ.n	'`	S2	alphorn	0	(N)
æ.l.p.aɪ.n	'`	S2	alpine	0	(N AJ)
ɔ.l.ɹ.ɛ.d.i	_'_	S3	already	273	(AV)
ɔ.l.s.oʊ	'`	S2	also	1069	(AV)
ɔ.l.t.ɚ	'_	S2	altar	5	(N)
ɔ.l.t.ɚ	'_	S2	alter	17	(VT VI)
ɔ.l.t.ɚ.eɪ.ʃ.ɪ.n	`_'_	S4	alteration	7	(N)
ɔ.l.t.ɚ.k.eɪ.ʃ.ɪ.n	`_'_	S4	altercation	1	(N)
ɔ.l.t.ɚ.eɪ.t	'_`	S3	alternate	11	(AJ VT VI N)
ɔ.l.t.ɚ.n.eɪ.ʃ.ɪ.n	`_'_	S4	alternation	2	(N)
ɔ.l.t.ɚ.n.ɪ.t.ɪ.v	_'__	S4	alternative	34	(AJ N)
ɔ.l.ð.oʊ	_'	S2	altho	2	(CONJ)
æ.l.t.ɪ.m.ə.t.ɚ	_'__	S4	altimeter	0	(N)
æ.l.t.ɪ.t.u.d	'_`	S3	altitude	5	(N)
æ.l.t.oʊ	'`	S2	alto	3	(N)
ɔ.l.t.ɪ.g.ɛ.ð.ɚ	`_'_	S4	altogether	30	(AV N)
æ.l.t.ɹ.u.ɪ.z.ṃ	'_`_	S4	altruism	1	(N)
æ.l.t.ɹ.u.ɪ.s.t.ɪ.k	`_'_	S4	altruistic	0	(AJ)
æ.l.ə.m	'_	S2	alum	1	(N)
ə.l.u.m.ə.n.ə	_'__	S4	alumina	0	(N)
ə.l.u.m.ɪ.n.ə.m	_'__	S4	aluminium	0	(N)
ə.l.u.m.ɪ.n.ə.m	_'__	S4	aluminum	18	(N)
ə.l.ʌ.m.n.ə	_'_	S3	alumna	0	(N)
ə.l.ʌ.m.n.ɪ.s	_'_	S3	alumnus	0	(N)
ɔ.l.w.ə.z	'_	S2	always	459	(AV)
æ.m	'	S1	am	228	(null)
ɑ.m.ə	'_	S2	amah	0	(N)
ə.m.eɪ.n	_'	S2	amain	0	(AV)
ə.m.æ.l.g.ə.m	_'_	S3	amalgam	0	(N)
ə.m.æ.l.g.ə.m.eɪ.t	_'_`	S4	amalgamate	0	(VB)
ə.m.æ.n.j.ʊ.ɛ.n.s.ɪ.s	_`_'_	S5	amanuensis	1	(N)
æ.m.ɚ.æ.n.θ	'_`	S3	amaranth	0	(N)
æ.m.ɚ.æ.n.θ.ɪ.n	`_'_	S4	amaranthine	0	(AJ)
æ.m.ɚ.ɪ.l.ə.s	`_'_	S4	amaryllis	0	(N)
ə.m.æ.s	_'	S2	amass	2	(VT)
æ.m.ə.tʃ.ɚ	'_`	S3	amateur	25	(N)
æ.m.ə.tʃ.ɚ.ɪ.ʃ	'_`_	S4	amateurish	3	(AJ)
æ.m.ə.tʃ.ɚ.ɪ.z.ṃ	'_``_	S5	amateurism	0	(N)
æ.m.ə.t.oʊ.ɹ.i	'_`_	S4	amatory	1	(AJ)
ə.m.eɪ.z	_'	S2	amaze	3	(VT N)
æ.m.ə.z.ɑ.n	'_`	S3	amazon	0	(N)
æ.m.b.æ.s.ə.d.ɚ	_'__	S4	ambassador	24	(N)
æ.m.b.ɚ	'_	S2	amber	3	(N AJ)
æ.m.b.ɚ.g.ɹ.ɪ.s	'_`	S3	ambergris	0	(N)
æ.m.b.ɪ.d.ɛ.k.s.t.ɹ.ɪ.s	`_'_	S4	ambidextrous	1	(AJ)
æ.m.b.i.ə.n.t	'__	S3	ambient	0	(AJ)
æ.m.b.ə.g.j.u.ɪ.t.i	`_'__	S5	ambiguity	11	(N)
æ.m.b.ɪ.g.j.u.ə.s	_'__	S4	ambiguous	23	(AJ)
æ.m.b.ɪ.ʃ.ɪ.n	_'_	S3	ambition	19	(N VT)
æ.m.b.ɪ.ʃ.ɪ.s	_'_	S3	ambitious	16	(AJ)
æ.m.b.ɪ.v.l̩.ə.n.s	_'__	S4	ambivalence	5	(N)
æ.m.b.l̩	'_	S2	amble	0	(VI N)
æ.m.b.ɹ.oʊ.ʒ.ə	_'_	S3	ambrosia	0	(N)
æ.m.b.j.ʊ.l.ə.n.s	'__	S3	ambulance	6	(N)
æ.m.b.j.ʊ.l.ɪ.t.oʊ.ɹ.i	'__`_	S5	ambulatory	1	(AJ N)
æ.m.b.ə.s.k.eɪ.d	'_`	S3	ambuscade	1	(N)
æ.m.b.ʊ.ʃ	'`	S2	ambush	7	(VT VI N)
ə.m.i.l.i.ɚ.eɪ.t	_'__`	S5	ameliorate	0	(VT VI)
eɪ.m.ɛ.n	`'	S2	amen	19	(IJ)
ə.m.ɛ.n.ə.b.l̩	_'__	S4	amenable	3	(AJ)
ə.m.ɛ.n.d	_'	S2	amend	2	(VT VI)
ə.m.ɛ.n.d.m.ə.n.t	_'_	S3	amendment	23	(N)
ə.m.ɛ.n.d.z	_'	S2	amends	0	(N)
ə.m.ɛ.n.ɪ.t.i	_'__	S4	amenity	0	(N)
ə.m.ɚ.s	_'	S2	amerce	0	(VT)
ə.m.ɛ.ɹ.ə.k.ɪ.n.aɪ.z	_'__`	S5	americanize	0	(VT VI)
æ.m.ɚ.ɪ.s.i.ə.m	`_'__	S5	americium	0	(N)
æ.m.ə.θ.ɪ.s.t	'__	S3	amethyst	0	(N)
eɪ.m.i.ə.b.ɪ.l.ɪ.t.i	`__'__	S6	amiability	0	(N)
eɪ.m.i.ə.b.l̩	'___	S4	amiable	2	(AJ)
eɪ.m.i.ə.b.l.i	'___	S4	amiably	0	(AV)
æ.m.ɪ.k.ə.b.l̩	'___	S4	amicable	1	(AJ)
ə.m.ɪ.d	_'	S2	amid	14	(PP)
ə.m.ɪ.s	_'	S2	amiss	2	(AV AJ)
æ.m.ə.t.i	'__	S3	amity	1	(N)
æ.m.i.t.ɚ	'`_	S3	ammeter	0	(N)
æ.m.oʊ	'`	S2	ammo	4	(N)
ə.m.oʊ.n.j.ə	_'_	S3	ammonia	0	(N)
æ.m.ə.n.aɪ.t	'_`	S3	ammonite	0	(N)
æ.m.j.u.n.ɪ.ʃ.ɪ.n	`_'_	S4	ammunition	18	(N)
æ.m.n.i.ʒ.ə	_'_	S3	amnesia	0	(N)
æ.m.n.ɪ.s.t.i	'__	S3	amnesty	0	(N)
ə.m.i.b.ə	_'_	S3	amoeba	0	(N)
ə.m.ʌ.k	_'	S2	amok	0	(AV AJ N)
ə.m.ʌ.ŋ	_'	S2	among	369	(PP)
ə.m.ɑ.n.t.ə.l.ɑ.d.oʊ	_`_'`	S5	amontillado	0	(N)
eɪ.m.ɔ.ɹ.l̩	`'_	S3	amoral	2	(AJ)
æ.m.ɚ.ə.s	'__	S3	amorous	2	(AJ)
ə.m.ɔ.ɹ.f.ə.s	_'_	S3	amorphous	6	(AJ)
æ.m.ɚ.t.ə.z.eɪ.ʃ.ɪ.n	`__'_	S5	amortization	3	(N)
æ.m.ɚ.t.aɪ.z	'_`	S3	amortize	2	(VT)
ə.m.aʊ.n.t	_'	S2	amount	172	(VI N)
ə.m.ʊ.ɹ	_'	S2	amour	0	(N)
æ.m.p.ɪ.ɹ	'`	S2	ampere	0	(N)
æ.m.p.ɚ.s.æ.n.d	'_`	S3	ampersand	0	(N)
æ.m.f.ɪ.b.i.ə.n	_'__	S4	amphibian	0	(N)
æ.m.f.ə.θ.i.ə.t.ɚ	'_`__	S5	amphitheater	1	(N)
æ.m.f.ɚ.ə	'__	S3	amphora	0	(N)
æ.m.p.l̩	'_	S2	ample	16	(AJ)
æ.m.p.l.ə.f.ə.k.eɪ.ʃ.ɪ.n	`__'_	S5	amplification	2	(N)
æ.m.p.l.ə.f.aɪ.ɚ	'_`_	S4	amplifier	6	(N)
æ.m.p.l.ə.f.aɪ	'_`	S3	amplify	1	(VT VI)
æ.m.p.l.ɪ.t.u.d	'_`	S3	amplitude	6	(N)
æ.m.p.j.u.l	'`	S2	ampoule	0	(N)
æ.m.p.j.u.t.eɪ.t	'_`	S3	amputate	0	(VT)
æ.m.p.j.u.t.eɪ.ʃ.ɪ.n	`_'_	S4	amputation	0	(N)
æ.m.p.j.u.t.i	`_'	S3	amputee	0	(N)
æ.m.j.ʊ.l.ə.t	'__	S3	amulet	1	(N)
ə.m.j.u.z	_'	S2	amuse	3	(VT VI)
æ.n	'	S1	an	3739	(IA CJ)
ə.n.æ.k.ɹ.ə.n.ɪ.z.ṃ	_'_`_	S5	anachronism	3	(N)
ə.n.æ.k.ɹ.ə.n.ɪ.s.t.ɪ.k	_`_'_	S5	anachronistic	0	(AJ)
æ.n.ə.k.ɑ.n.d.ə	`_'_	S4	anaconda	14	(N)
æ.n.ə.d.ɛ.m	'_`	S3	anadem	0	(N)
æ.n.ɚ.oʊ.b.ɪ.k	`_'_	S4	anaerobic	1	(AJ)
æ.n.ə.g.ɹ.æ.m	'_`	S3	anagram	1	(N VT)
eɪ.n.l̩	'_	S2	anal	0	(AJ)
æ.n.l̩.dʒ.i.ʒ.ə	`_'_	S4	analgesia	0	(N)
æ.n.ə.l.ɔ.g	'_`	S3	analog	0	(N)
æ.n.ə.l.ɑ.dʒ.ɪ.k.l̩	`_'__	S5	analogical	0	(AJ)
ə.n.æ.l.ə.g.ɪ.s	_'__	S4	analogous	8	(AJ)
ə.n.æ.l.ɪ.s.ɪ.s	_'__	S4	analysis	109	(N)
æ.n.l̩.ə.s.t	'__	S3	analyst	7	(N)
æ.n.ə.l.ɪ.t.ɪ.k	`_'_	S4	analytic	17	(AJ)
æ.n.ə.l.aɪ.z	'_`	S3	analyze	10	(VT)
æ.n.ə.p.ɛ.s.t	'_`	S3	anapest	0	(N)
æ.n.ə.p.ɛ.s.t.ɪ.k	`_'_	S4	anapestic	0	(N AJ)
æ.n.ɑ.ɹ.k.ɪ.k	_'_	S3	anarchic	1	(AJ)
æ.n.ɚ.k.ɪ.z.ṃ	'_`_	S4	anarchism	0	(N)
æ.n.ɚ.k.ɪ.s.t.ɪ.k	`_'_	S4	anarchistic	0	(AJ)
æ.n.ɚ.k.i	'__	S3	anarchy	7	(N)
ə.n.æ.θ.ə.m.ə	_'__	S4	anathema	0	(N)
æ.n.ɪ.t.ɑ.m.ɪ.k	`_'_	S4	anatomic	1	(AJ)
ə.n.æ.t.ə.m.ɪ.s.t	_'__	S4	anatomist	0	(N)
ə.n.æ.t.ə.m.aɪ.z	_'_`	S4	anatomize	0	(VT)
ə.n.æ.t.ə.m.i	_'__	S4	anatomy	9	(N)
æ.n.s.ɛ.s.t.ɚ	'`_	S3	ancestor	7	(N)
æ.n.s.ɛ.s.t.ɹ.l̩	_'_	S3	ancestral	5	(AJ)
æ.ŋ.k.ɚ	'_	S2	anchor	15	(N VT VI)
æ.ŋ.k.ɚ.ɪ.dʒ	'__	S3	anchorage	1	(N)
æ.ŋ.k.ɚ.aɪ.t	'_`	S3	anchorite	1	(N)
æ.n.tʃ.oʊ.v.i	'__	S3	anchovy	1	(N)
eɪ.n.ʃ.ɪ.n.t	'_	S2	ancient	69	(AJ N)
æ.n.s.ə.l.ɛ.ɹ.i	'_`_	S4	ancillary	2	(AJ)
æ.n.d	'	S1	and	28924	(CJ)
ɑ.n.d.ɑ.n.t.eɪ	_'`	S3	andante	0	(AJ N)
æ.n.d.aɪ.ɹ.n	'`	S2	andiron	0	(N)
æ.n.d.ɹ.ə.dʒ.ɪ.n	'__	S3	androgen	0	(N)
æ.n.ɪ.k.d.oʊ.t	'_`	S3	anecdote	9	(N)
ə.n.i.m.i.ə	_'__	S4	anemia	5	(N)
æ.n.ə.m.ɑ.m.ə.t.ɚ	`_'__	S5	anemometer	0	(N)
ə.n.ɛ.m.ə.n.i	_'__	S4	anemone	0	(N)
ə.n.ɛ.n.t	_'	S2	anent	0	(PP)
æ.n.ɪ.s.θ.i.ʒ.ə	`_'_	S4	anesthesia	0	(N)
ə.n.ɛ.s.θ.ɪ.t.ɪ.s.t	_'__	S4	anesthetist	0	(N)
ə.n.u	_'	S2	anew	6	(AV)
eɪ.n.dʒ.l̩	'_	S2	angel	18	(N)
æ.n.dʒ.ɛ.l.ɪ.k	_'_	S3	angelic	2	(AJ)
æ.ŋ.g.ɚ	'_	S2	anger	48	(N VT VI)
æ.n.dʒ.aɪ.n.ə	_'_	S3	angina	0	(N)
æ.ŋ.g.l̩	'_	S2	angle	53	(VT VI N)
æ.ŋ.g.l̩.w.ɚ.m	'_`	S3	angleworm	0	(N)
æ.ŋ.g.l.ə.s.ə.z.eɪ.ʃ.ɪ.n	`__'_	S5	anglicization	0	(N)
æ.ŋ.g.l.ə.s.aɪ.z	'_`	S3	anglicize	0	(VT)
æ.ŋ.g.l.oʊ.f.aɪ.l	'_`	S3	anglophile	0	(N)
æ.ŋ.g.oʊ.ɹ.ə	_'_	S3	angora	0	(N)
æ.ŋ.g.ɹ.i	'_	S2	angry	45	(AJ)
ɑ.ŋ.s.t	'	S1	angst	2	(N)
æ.ŋ.g.w.ɪ.ʃ	'_	S2	anguish	8	(N VI)
æ.ŋ.g.j.ʊ.l.ɚ	'__	S3	angular	16	(AJ)
æ.ŋ.g.j.ʊ.l.æ.ɹ.ə.t.i	`_'__	S5	angularity	0	(N)
æ.n.h.aɪ.d.ɹ.ə.s	_'_	S3	anhydrous	1	(AJ)
æ.n.l̩.ə.n	'__	S3	aniline	1	(N)
æ.n.ə.m.æ.d.v.ɚ.t	`_`'	S4	animadvert	0	(VT VI)
æ.n.ɪ.m.l̩	'__	S3	animal	69	(N AJ)
æ.n.ə.m.æ.l.k.j.u.l	`_'`	S4	animalcule	0	(N)
æ.n.ə.m.ə.l.ɪ.z.ṃ	'__`_	S5	animalism	0	(N)
æ.n.ə.m.eɪ.t	'_`	S3	animate	1	(AJ VT)
æ.n.ə.m.eɪ.ʃ.ɪ.n	`_'_	S4	animation	2	(N)
æ.n.ə.m.ɪ.z.ṃ	'_`_	S4	animism	1	(N)
æ.n.ə.m.ɪ.s.t.ɪ.k	`_'_	S4	animistic	0	(AJ)
